,city,year,population
12112,Rashidiya,1982,0
12113,Rashidiya,1983,0
12114,Rashidiya,1984,0
12115,Rashidiya,1985,0
12116,Rashidiya,1986,0
12117,Rashidiya,1987,0
12118,Rashidiya,1988,0
12119,Rashidiya,1989,0
12120,Rashidiya,1990,0
12121,Rashidiya,1991,0
12122,Rashidiya,1992,0
12123,Rashidiya,1993,0
12124,Rashidiya,1994,0
12125,Rashidiya,1995,0
12126,Rashidiya,1996,0
12127,Rashidiya,1997,0
12128,Rashidiya,1998,0
12129,Rashidiya,1999,0
12130,Rashidiya,2000,0
12131,Rashidiya,2001,0
12132,Rashidiya,2002,0
12133,Rashidiya,2003,0
12134,Rashidiya,2004,0
12135,Rashidiya,2005,0
12136,Rashidiya,2006,0
12137,Rashidiya,2007,0
12138,Rashidiya,2008,0
12139,Rashidiya,2009,0
12140,Rashidiya,2010,0
12141,Rashidiya,2011,0
12142,Rashidiya,2012,0
12143,Rashidiya,2013,0
12144,Rashidiya,2014,0
12145,Rashidiya,2015,0
12146,Rashidiya,2016,0
12147,Rashidiya,2017,0
12148,Rashidiya,2018,0
12149,Rashidiya,2019,0
12150,Puro,1970,0
12151,Puro,1971,0
12152,Puro,1972,0
12153,Puro,1973,0
12154,Puro,1974,0
12155,Puro,1975,0
12156,Puro,1976,0
12157,Puro,1977,0
12158,Puro,1978,0
12159,Puro,1979,0
12160,Puro,1980,0
12161,Puro,1981,0
12162,Puro,1982,0
12163,Puro,1983,0
12164,Puro,1984,0
12165,Puro,1985,0
12166,Puro,1986,0
12167,Puro,1987,0
12168,Puro,1988,0
12169,Puro,1989,0
12170,Puro,1990,0
12171,Puro,1991,0
12172,Puro,1992,0
12173,Puro,1993,0
12174,Puro,1994,0
12175,Puro,1995,0
12176,Puro,1996,0
12177,Puro,1997,0
12178,Puro,1998,0
12179,Puro,1999,0
12180,Puro,2000,0
12181,Puro,2001,0
12182,Puro,2002,0
12183,Puro,2003,0
12184,Puro,2004,0
12185,Puro,2005,0
12186,Puro,2006,0
12187,Puro,2007,0
12188,Puro,2008,0
12189,Puro,2009,0
12190,Puro,2010,0
12191,Puro,2011,0
12192,Puro,2012,0
12193,Puro,2013,0
12194,Puro,2014,0
12195,Puro,2015,0
12196,Puro,2016,0
12197,Puro,2017,0
12198,Puro,2018,0
12199,Puro,2019,0
12200,Musa Qala district,1970,0
12201,Musa Qala district,1971,0
12202,Musa Qala district,1972,0
12203,Musa Qala district,1973,0
12204,Musa Qala district,1974,0
12205,Musa Qala district,1975,0
12206,Musa Qala district,1976,0
12207,Musa Qala district,1977,0
12208,Musa Qala district,1978,0
12209,Musa Qala district,1979,0
12210,Musa Qala district,1980,0
12211,Musa Qala district,1981,0
12212,Musa Qala district,1982,0
12213,Musa Qala district,1983,0
12214,Musa Qala district,1984,0
12215,Musa Qala district,1985,0
12216,Musa Qala district,1986,0
12217,Musa Qala district,1987,0
12218,Musa Qala district,1988,0
12219,Musa Qala district,1989,0
12220,Musa Qala district,1990,0
12221,Musa Qala district,1991,0
12222,Musa Qala district,1992,0
12223,Musa Qala district,1993,0
12224,Musa Qala district,1994,0
12225,Musa Qala district,1995,0
12226,Musa Qala district,1996,0
12227,Musa Qala district,1997,0
12228,Musa Qala district,1998,0
12229,Musa Qala district,1999,0
12230,Musa Qala district,2000,0
12231,Musa Qala district,2001,0
12232,Musa Qala district,2002,0
12233,Musa Qala district,2003,0
12234,Musa Qala district,2004,0
12235,Musa Qala district,2005,0
12236,Musa Qala district,2006,0
12237,Musa Qala district,2007,0
12238,Musa Qala district,2008,0
12239,Musa Qala district,2009,0
12240,Musa Qala district,2010,0
12241,Musa Qala district,2011,0
12242,Musa Qala district,2012,0
12243,Musa Qala district,2013,0
12244,Musa Qala district,2014,0
12245,Musa Qala district,2015,0
12246,Musa Qala district,2016,0
12247,Musa Qala district,2017,0
12248,Musa Qala district,2018,0
12249,Musa Qala district,2019,0
12250,Bismaya,1970,0
12251,Bismaya,1971,0
12252,Bismaya,1972,0
12253,Bismaya,1973,0
12254,Bismaya,1974,0
12255,Bismaya,1975,0
12256,Bismaya,1976,0
12257,Bismaya,1977,0
12258,Bismaya,1978,0
12259,Bismaya,1979,0
12260,Bismaya,1980,0
12261,Bismaya,1981,0
12262,Bismaya,1982,0
12263,Bismaya,1983,0
12264,Bismaya,1984,0
12265,Bismaya,1985,0
12266,Bismaya,1986,0
12267,Bismaya,1987,0
12268,Bismaya,1988,0
12269,Bismaya,1989,0
12270,Bismaya,1990,0
12271,Bismaya,1991,0
12272,Bismaya,1992,0
12273,Bismaya,1993,0
12274,Bismaya,1994,0
12275,Bismaya,1995,0
12276,Bismaya,1996,0
12277,Bismaya,1997,0
12278,Bismaya,1998,0
12279,Bismaya,1999,0
12280,Bismaya,2000,0
12281,Bismaya,2001,0
12282,Bismaya,2002,0
12283,Bismaya,2003,0
12284,Bismaya,2004,0
12285,Bismaya,2005,0
12286,Bismaya,2006,0
12287,Bismaya,2007,0
12288,Bismaya,2008,0
12289,Bismaya,2009,0
12290,Bismaya,2010,0
12291,Bismaya,2011,0
12292,Bismaya,2012,0
12293,Bismaya,2013,0
12294,Bismaya,2014,0
12295,Bismaya,2015,0
12296,Bismaya,2016,0
12297,Bismaya,2017,0
12298,Bismaya,2018,0
12299,Bismaya,2019,0
12300,Dadamchilmi,1970,0
12301,Dadamchilmi,1971,0
12302,Dadamchilmi,1972,0
12303,Dadamchilmi,1973,0
12304,Dadamchilmi,1974,0
12305,Dadamchilmi,1975,0
12306,Dadamchilmi,1976,0
12307,Dadamchilmi,1977,0
12308,Dadamchilmi,1978,0
12309,Dadamchilmi,1979,0
12310,Dadamchilmi,1980,0
12311,Dadamchilmi,1981,0
12312,Dadamchilmi,1982,0
12313,Dadamchilmi,1983,0
12314,Dadamchilmi,1984,0
12315,Dadamchilmi,1985,0
12316,Dadamchilmi,1986,0
12317,Dadamchilmi,1987,0
12318,Dadamchilmi,1988,0
12319,Dadamchilmi,1989,0
12320,Dadamchilmi,1990,0
12321,Dadamchilmi,1991,0
12322,Dadamchilmi,1992,0
12323,Dadamchilmi,1993,0
12324,Dadamchilmi,1994,0
12325,Dadamchilmi,1995,0
12326,Dadamchilmi,1996,0
12327,Dadamchilmi,1997,0
12328,Dadamchilmi,1998,0
12329,Dadamchilmi,1999,0
12330,Dadamchilmi,2000,0
12331,Dadamchilmi,2001,0
12332,Dadamchilmi,2002,0
12333,Dadamchilmi,2003,0
12334,Dadamchilmi,2004,0
12335,Dadamchilmi,2005,0
12336,Dadamchilmi,2006,0
12337,Dadamchilmi,2007,0
12338,Dadamchilmi,2008,0
12339,Dadamchilmi,2009,0
12340,Dadamchilmi,2010,0
12341,Dadamchilmi,2011,0
12342,Dadamchilmi,2012,0
12343,Dadamchilmi,2013,0
12344,Dadamchilmi,2014,0
12345,Dadamchilmi,2015,0
12346,Dadamchilmi,2016,0
12347,Dadamchilmi,2017,0
12348,Dadamchilmi,2018,0
12349,Dadamchilmi,2019,0
12350,Lumdiengiri,1970,0
12351,Lumdiengiri,1971,0
12352,Lumdiengiri,1972,0
12353,Lumdiengiri,1973,0
12354,Lumdiengiri,1974,0
12355,Lumdiengiri,1975,0
12356,Lumdiengiri,1976,0
12357,Lumdiengiri,1977,0
12358,Lumdiengiri,1978,0
12359,Lumdiengiri,1979,0
12360,Lumdiengiri,1980,0
12361,Lumdiengiri,1981,0
12362,Lumdiengiri,1982,0
12363,Lumdiengiri,1983,0
12364,Lumdiengiri,1984,0
12365,Lumdiengiri,1985,0
12366,Lumdiengiri,1986,0
12367,Lumdiengiri,1987,0
12368,Lumdiengiri,1988,0
12369,Lumdiengiri,1989,0
12370,Lumdiengiri,1990,0
12371,Lumdiengiri,1991,0
12372,Lumdiengiri,1992,0
12373,Lumdiengiri,1993,0
12374,Lumdiengiri,1994,0
12375,Lumdiengiri,1995,0
12376,Lumdiengiri,1996,0
12377,Lumdiengiri,1997,0
12378,Lumdiengiri,1998,0
12379,Lumdiengiri,1999,0
12380,Lumdiengiri,2000,0
12381,Lumdiengiri,2001,0
12382,Lumdiengiri,2002,0
12383,Lumdiengiri,2003,0
12384,Lumdiengiri,2004,0
12385,Lumdiengiri,2005,0
12386,Lumdiengiri,2006,0
12387,Lumdiengiri,2007,0
12388,Lumdiengiri,2008,0
12389,Lumdiengiri,2009,0
12390,Lumdiengiri,2010,0
12391,Lumdiengiri,2011,0
12392,Lumdiengiri,2012,0
12393,Lumdiengiri,2013,0
12394,Lumdiengiri,2014,0
12395,Lumdiengiri,2015,0
12396,Lumdiengiri,2016,0
12397,Lumdiengiri,2017,0
12398,Lumdiengiri,2018,0
12399,Lumdiengiri,2019,0
12400,Yanikoi,1970,0
12401,Yanikoi,1971,0
12402,Yanikoi,1972,0
12403,Yanikoi,1973,0
12404,Yanikoi,1974,0
12405,Yanikoi,1975,0
12406,Yanikoi,1976,0
12407,Yanikoi,1977,0
12408,Yanikoi,1978,0
12409,Yanikoi,1979,0
12410,Yanikoi,1980,0
12411,Yanikoi,1981,0
12412,Yanikoi,1982,0
12413,Yanikoi,1983,0
12414,Yanikoi,1984,0
12415,Yanikoi,1985,0
12416,Yanikoi,1986,0
12417,Yanikoi,1987,0
12418,Yanikoi,1988,0
12419,Yanikoi,1989,0
12420,Yanikoi,1990,0
12421,Yanikoi,1991,0
12422,Yanikoi,1992,0
12423,Yanikoi,1993,0
12424,Yanikoi,1994,0
12425,Yanikoi,1995,0
12426,Yanikoi,1996,0
12427,Yanikoi,1997,0
12428,Yanikoi,1998,0
12429,Yanikoi,1999,0
12430,Yanikoi,2000,0
12431,Yanikoi,2001,0
12432,Yanikoi,2002,0
12433,Yanikoi,2003,0
12434,Yanikoi,2004,0
12435,Yanikoi,2005,0
12436,Yanikoi,2006,0
12437,Yanikoi,2007,0
12438,Yanikoi,2008,0
12439,Yanikoi,2009,0
12440,Yanikoi,2010,0
12441,Yanikoi,2011,0
12442,Yanikoi,2012,0
12443,Yanikoi,2013,0
12444,Yanikoi,2014,0
12445,Yanikoi,2015,0
12446,Yanikoi,2016,0
12447,Yanikoi,2017,0
12448,Yanikoi,2018,0
12449,Yanikoi,2019,0
12450,La Castellana,1970,0
12451,La Castellana,1971,0
12452,La Castellana,1972,0
12453,La Castellana,1973,0
12454,La Castellana,1974,0
12455,La Castellana,1975,0
12456,La Castellana,1976,0
12457,La Castellana,1977,0
12458,La Castellana,1978,0
12459,La Castellana,1979,0
12460,La Castellana,1980,0
12461,La Castellana,1981,0
12462,La Castellana,1982,0
12463,La Castellana,1983,0
12464,La Castellana,1984,0
12465,La Castellana,1985,0
12466,La Castellana,1986,0
12467,La Castellana,1987,0
12468,La Castellana,1988,0
12469,La Castellana,1989,0
12470,La Castellana,1990,0
12471,La Castellana,1991,0
12472,La Castellana,1992,0
12473,La Castellana,1993,0
12474,La Castellana,1994,0
12475,La Castellana,1995,0
12476,La Castellana,1996,0
12477,La Castellana,1997,0
12478,La Castellana,1998,0
12479,La Castellana,1999,0
12480,La Castellana,2000,0
12481,La Castellana,2001,0
12482,La Castellana,2002,0
12483,La Castellana,2003,0
12484,La Castellana,2004,0
12485,La Castellana,2005,0
12486,La Castellana,2006,0
12487,La Castellana,2007,0
12488,La Castellana,2008,0
12489,La Castellana,2009,0
12490,La Castellana,2010,0
12491,La Castellana,2011,0
12492,La Castellana,2012,0
12493,La Castellana,2013,0
12494,La Castellana,2014,0
12495,La Castellana,2015,0
12496,La Castellana,2016,0
12497,La Castellana,2017,0
12498,La Castellana,2018,0
12499,La Castellana,2019,0
12500,Gbenke,1970,0
12501,Gbenke,1971,0
12502,Gbenke,1972,0
12503,Gbenke,1973,0
12504,Gbenke,1974,0
12505,Gbenke,1975,0
12506,Gbenke,1976,0
12507,Gbenke,1977,0
12508,Gbenke,1978,0
12509,Gbenke,1979,0
12510,Gbenke,1980,0
12511,Gbenke,1981,0
12512,Gbenke,1982,0
12513,Gbenke,1983,0
12514,Gbenke,1984,0
12515,Gbenke,1985,0
12516,Gbenke,1986,0
12517,Gbenke,1987,0
12518,Gbenke,1988,0
12519,Gbenke,1989,0
12520,Gbenke,1990,0
12521,Gbenke,1991,0
12522,Gbenke,1992,0
12523,Gbenke,1993,0
12524,Gbenke,1994,0
12525,Gbenke,1995,0
12526,Gbenke,1996,0
12527,Gbenke,1997,0
12528,Gbenke,1998,0
12529,Gbenke,1999,0
12530,Gbenke,2000,0
12531,Gbenke,2001,0
12532,Gbenke,2002,0
12533,Gbenke,2003,0
12534,Gbenke,2004,0
12535,Gbenke,2005,0
12536,Gbenke,2006,0
12537,Gbenke,2007,0
12538,Gbenke,2008,0
12539,Gbenke,2009,0
12540,Gbenke,2010,0
12541,Gbenke,2011,0
12542,Gbenke,2012,0
12543,Gbenke,2013,0
12544,Gbenke,2014,0
12545,Gbenke,2015,0
12546,Gbenke,2016,0
12547,Gbenke,2017,0
12548,Gbenke,2018,0
12549,Gbenke,2019,0
12550,Huntington,1970,0
12551,Huntington,1971,0
12552,Huntington,1972,0
12553,Huntington,1973,0
12554,Huntington,1974,0
12555,Huntington,1975,0
12556,Huntington,1976,0
12557,Huntington,1977,0
12558,Huntington,1978,0
12559,Huntington,1979,0
12560,Huntington,1980,0
12561,Huntington,1981,0
12562,Huntington,1982,0
12563,Huntington,1983,0
12564,Huntington,1984,0
12565,Huntington,1985,0
12566,Huntington,1986,0
12567,Huntington,1987,0
12568,Huntington,1988,0
12569,Huntington,1989,0
12570,Huntington,1990,0
12571,Huntington,1991,0
12572,Huntington,1992,0
12573,Huntington,1993,0
12574,Huntington,1994,0
12575,Huntington,1995,0
12576,Huntington,1996,0
12577,Huntington,1997,0
12578,Huntington,1998,0
12579,Huntington,1999,0
12580,Huntington,2000,0
12581,Huntington,2001,0
12582,Huntington,2002,0
12583,Huntington,2003,0
12584,Huntington,2004,0
12585,Huntington,2005,0
12586,Huntington,2006,0
12587,Huntington,2007,0
12588,Huntington,2008,0
12589,Huntington,2009,0
12590,Huntington,2010,0
12591,Huntington,2011,0
12592,Huntington,2012,0
12593,Huntington,2013,0
12594,Huntington,2014,0
12595,Huntington,2015,0
12596,Huntington,2016,0
12597,Huntington,2017,0
12598,Huntington,2018,0
12599,Huntington,2019,0
12600,Albina,1970,0
12601,Albina,1971,0
12602,Albina,1972,0
12603,Albina,1973,0
12604,Albina,1974,0
12605,Albina,1975,0
12606,Albina,1976,0
12607,Albina,1977,0
12608,Albina,1978,0
12609,Albina,1979,0
12610,Albina,1980,0
12611,Albina,1981,0
12612,Albina,1982,0
12613,Albina,1983,0
12614,Albina,1984,0
12615,Albina,1985,0
12616,Albina,1986,0
12617,Albina,1987,0
12618,Albina,1988,0
12619,Albina,1989,0
12620,Albina,1990,0
12621,Albina,1991,0
12622,Albina,1992,0
12623,Albina,1993,0
12624,Albina,1994,0
12625,Albina,1995,0
12626,Albina,1996,0
12627,Albina,1997,0
12628,Albina,1998,0
12629,Albina,1999,0
12630,Albina,2000,0
12631,Albina,2001,0
12632,Albina,2002,0
12633,Albina,2003,0
12634,Albina,2004,0
12635,Albina,2005,0
12636,Albina,2006,0
12637,Albina,2007,0
12638,Albina,2008,0
12639,Albina,2009,0
12640,Albina,2010,0
12641,Albina,2011,0
12642,Albina,2012,0
12643,Albina,2013,0
12644,Albina,2014,0
12645,Albina,2015,0
12646,Albina,2016,0
12647,Albina,2017,0
12648,Albina,2018,0
12649,Albina,2019,0
12650,Jadran district,1970,0
12651,Jadran district,1971,0
12652,Jadran district,1972,0
12653,Jadran district,1973,0
12654,Jadran district,1974,0
12655,Jadran district,1975,0
12656,Jadran district,1976,0
12657,Jadran district,1977,0
12658,Jadran district,1978,0
12659,Jadran district,1979,0
12660,Jadran district,1980,0
12661,Jadran district,1981,0
12662,Jadran district,1982,0
12663,Jadran district,1983,0
12664,Jadran district,1984,0
12665,Jadran district,1985,0
12666,Jadran district,1986,0
12667,Jadran district,1987,0
12668,Jadran district,1988,0
12669,Jadran district,1989,0
12670,Jadran district,1990,0
12671,Jadran district,1991,0
12672,Jadran district,1992,0
12673,Jadran district,1993,0
12674,Jadran district,1994,0
12675,Jadran district,1995,0
12676,Jadran district,1996,0
12677,Jadran district,1997,0
12678,Jadran district,1998,0
12679,Jadran district,1999,0
12680,Jadran district,2000,0
12681,Jadran district,2001,0
12682,Jadran district,2002,0
12683,Jadran district,2003,0
12684,Jadran district,2004,0
12685,Jadran district,2005,0
12686,Jadran district,2006,0
12687,Jadran district,2007,0
12688,Jadran district,2008,0
12689,Jadran district,2009,0
12690,Jadran district,2010,0
12691,Jadran district,2011,0
12692,Jadran district,2012,0
12693,Jadran district,2013,0
12694,Jadran district,2014,0
12695,Jadran district,2015,0
12696,Jadran district,2016,0
12697,Jadran district,2017,0
12698,Jadran district,2018,0
12699,Jadran district,2019,0
12700,Tangi Kajran,1970,0
12701,Tangi Kajran,1971,0
12702,Tangi Kajran,1972,0
12703,Tangi Kajran,1973,0
12704,Tangi Kajran,1974,0
12705,Tangi Kajran,1975,0
12706,Tangi Kajran,1976,0
12707,Tangi Kajran,1977,0
12708,Tangi Kajran,1978,0
12709,Tangi Kajran,1979,0
12710,Tangi Kajran,1980,0
12711,Tangi Kajran,1981,0
12712,Tangi Kajran,1982,0
12713,Tangi Kajran,1983,0
12714,Tangi Kajran,1984,0
12715,Tangi Kajran,1985,0
12716,Tangi Kajran,1986,0
12717,Tangi Kajran,1987,0
12718,Tangi Kajran,1988,0
12719,Tangi Kajran,1989,0
12720,Tangi Kajran,1990,0
12721,Tangi Kajran,1991,0
12722,Tangi Kajran,1992,0
12723,Tangi Kajran,1993,0
12724,Tangi Kajran,1994,0
12725,Tangi Kajran,1995,0
12726,Tangi Kajran,1996,0
12727,Tangi Kajran,1997,0
12728,Tangi Kajran,1998,0
12729,Tangi Kajran,1999,0
12730,Tangi Kajran,2000,0
12731,Tangi Kajran,2001,0
12732,Tangi Kajran,2002,0
12733,Tangi Kajran,2003,0
12734,Tangi Kajran,2004,0
12735,Tangi Kajran,2005,0
12736,Tangi Kajran,2006,0
12737,Tangi Kajran,2007,0
12738,Tangi Kajran,2008,0
12739,Tangi Kajran,2009,0
12740,Tangi Kajran,2010,0
12741,Tangi Kajran,2011,0
12742,Tangi Kajran,2012,0
12743,Tangi Kajran,2013,0
12744,Tangi Kajran,2014,0
12745,Tangi Kajran,2015,0
12746,Tangi Kajran,2016,0
12747,Tangi Kajran,2017,0
12748,Tangi Kajran,2018,0
12749,Tangi Kajran,2019,0
12750,Bhuragaon,1970,0
12751,Bhuragaon,1971,0
12752,Bhuragaon,1972,0
12753,Bhuragaon,1973,0
12754,Bhuragaon,1974,0
12755,Bhuragaon,1975,0
12756,Bhuragaon,1976,0
12757,Bhuragaon,1977,0
12758,Bhuragaon,1978,0
12759,Bhuragaon,1979,0
12760,Bhuragaon,1980,0
12761,Bhuragaon,1981,0
12762,Bhuragaon,1982,0
12763,Bhuragaon,1983,0
12764,Bhuragaon,1984,0
12765,Bhuragaon,1985,0
12766,Bhuragaon,1986,0
12767,Bhuragaon,1987,0
12768,Bhuragaon,1988,0
12769,Bhuragaon,1989,0
12770,Bhuragaon,1990,0
12771,Bhuragaon,1991,0
12772,Bhuragaon,1992,0
12773,Bhuragaon,1993,0
12774,Bhuragaon,1994,0
12775,Bhuragaon,1995,0
12776,Bhuragaon,1996,0
12777,Bhuragaon,1997,0
12778,Bhuragaon,1998,0
12779,Bhuragaon,1999,0
12780,Bhuragaon,2000,0
12781,Bhuragaon,2001,0
12782,Bhuragaon,2002,0
12783,Bhuragaon,2003,0
12784,Bhuragaon,2004,0
12785,Bhuragaon,2005,0
12786,Bhuragaon,2006,0
12787,Bhuragaon,2007,0
12788,Bhuragaon,2008,0
12789,Bhuragaon,2009,0
12790,Bhuragaon,2010,0
12791,Bhuragaon,2011,0
12792,Bhuragaon,2012,0
12793,Bhuragaon,2013,0
12794,Bhuragaon,2014,0
12795,Bhuragaon,2015,0
12796,Bhuragaon,2016,0
12797,Bhuragaon,2017,0
12798,Bhuragaon,2018,0
12799,Bhuragaon,2019,0
12800,Kamal Khel,1970,0
12801,Kamal Khel,1971,0
12802,Kamal Khel,1972,0
12803,Kamal Khel,1973,0
12804,Kamal Khel,1974,0
12805,Kamal Khel,1975,0
12806,Kamal Khel,1976,0
12807,Kamal Khel,1977,0
12808,Kamal Khel,1978,0
12809,Kamal Khel,1979,0
12810,Kamal Khel,1980,0
12811,Kamal Khel,1981,0
12812,Kamal Khel,1982,0
12813,Kamal Khel,1983,0
12814,Kamal Khel,1984,0
12815,Kamal Khel,1985,0
12816,Kamal Khel,1986,0
12817,Kamal Khel,1987,0
12818,Kamal Khel,1988,0
12819,Kamal Khel,1989,0
12820,Kamal Khel,1990,0
12821,Kamal Khel,1991,0
12822,Kamal Khel,1992,0
12823,Kamal Khel,1993,0
12824,Kamal Khel,1994,0
12825,Kamal Khel,1995,0
12826,Kamal Khel,1996,0
12827,Kamal Khel,1997,0
12828,Kamal Khel,1998,0
12829,Kamal Khel,1999,0
12830,Kamal Khel,2000,0
12831,Kamal Khel,2001,0
12832,Kamal Khel,2002,0
12833,Kamal Khel,2003,0
12834,Kamal Khel,2004,0
12835,Kamal Khel,2005,0
12836,Kamal Khel,2006,0
12837,Kamal Khel,2007,0
12838,Kamal Khel,2008,0
12839,Kamal Khel,2009,0
12840,Kamal Khel,2010,0
12841,Kamal Khel,2011,0
12842,Kamal Khel,2012,0
12843,Kamal Khel,2013,0
12844,Kamal Khel,2014,0
12845,Kamal Khel,2015,0
12846,Kamal Khel,2016,0
12847,Kamal Khel,2017,0
12848,Kamal Khel,2018,0
12849,Kamal Khel,2019,0
12850,South Tripura district,1970,0
12851,South Tripura district,1971,0
12852,South Tripura district,1972,0
12853,South Tripura district,1973,0
12854,South Tripura district,1974,0
12855,South Tripura district,1975,0
12856,South Tripura district,1976,0
12857,South Tripura district,1977,0
12858,South Tripura district,1978,0
12859,South Tripura district,1979,0
12860,South Tripura district,1980,0
12861,South Tripura district,1981,0
12862,South Tripura district,1982,0
12863,South Tripura district,1983,0
12864,South Tripura district,1984,0
12865,South Tripura district,1985,0
12866,South Tripura district,1986,0
12867,South Tripura district,1987,0
12868,South Tripura district,1988,0
12869,South Tripura district,1989,0
12870,South Tripura district,1990,0
12871,South Tripura district,1991,0
12872,South Tripura district,1992,0
12873,South Tripura district,1993,0
12874,South Tripura district,1994,0
12875,South Tripura district,1995,0
12876,South Tripura district,1996,0
12877,South Tripura district,1997,0
12878,South Tripura district,1998,0
12879,South Tripura district,1999,0
12880,South Tripura district,2000,0
12881,South Tripura district,2001,0
12882,South Tripura district,2002,0
12883,South Tripura district,2003,0
12884,South Tripura district,2004,0
12885,South Tripura district,2005,0
12886,South Tripura district,2006,0
12887,South Tripura district,2007,0
12888,South Tripura district,2008,0
12889,South Tripura district,2009,0
12890,South Tripura district,2010,0
12891,South Tripura district,2011,0
12892,South Tripura district,2012,0
12893,South Tripura district,2013,0
12894,South Tripura district,2014,0
12895,South Tripura district,2015,0
12896,South Tripura district,2016,0
12897,South Tripura district,2017,0
12898,South Tripura district,2018,0
12899,South Tripura district,2019,0
12900,Bala Kote,1970,0
12901,Bala Kote,1971,0
12902,Bala Kote,1972,0
12903,Bala Kote,1973,0
12904,Bala Kote,1974,0
12905,Bala Kote,1975,0
12906,Bala Kote,1976,0
12907,Bala Kote,1977,0
12908,Bala Kote,1978,0
12909,Bala Kote,1979,0
12910,Bala Kote,1980,0
12911,Bala Kote,1981,0
12912,Bala Kote,1982,0
12913,Bala Kote,1983,0
12914,Bala Kote,1984,0
12915,Bala Kote,1985,0
12916,Bala Kote,1986,0
12917,Bala Kote,1987,0
12918,Bala Kote,1988,0
12919,Bala Kote,1989,0
12920,Bala Kote,1990,0
12921,Bala Kote,1991,0
12922,Bala Kote,1992,0
12923,Bala Kote,1993,0
12924,Bala Kote,1994,0
12925,Bala Kote,1995,0
12926,Bala Kote,1996,0
12927,Bala Kote,1997,0
12928,Bala Kote,1998,0
12929,Bala Kote,1999,0
12930,Bala Kote,2000,0
12931,Bala Kote,2001,0
12932,Bala Kote,2002,0
12933,Bala Kote,2003,0
12934,Bala Kote,2004,0
12935,Bala Kote,2005,0
12936,Bala Kote,2006,0
12937,Bala Kote,2007,0
12938,Bala Kote,2008,0
12939,Bala Kote,2009,0
12940,Bala Kote,2010,0
12941,Bala Kote,2011,0
12942,Bala Kote,2012,0
12943,Bala Kote,2013,0
12944,Bala Kote,2014,0
12945,Bala Kote,2015,0
12946,Bala Kote,2016,0
12947,Bala Kote,2017,0
12948,Bala Kote,2018,0
12949,Bala Kote,2019,0
12950,Shoqra,1970,0
12951,Shoqra,1971,0
12952,Shoqra,1972,0
12953,Shoqra,1973,0
12954,Shoqra,1974,0
12955,Shoqra,1975,0
12956,Shoqra,1976,0
12957,Shoqra,1977,0
12958,Shoqra,1978,0
12959,Shoqra,1979,0
12960,Shoqra,1980,0
12961,Shoqra,1981,0
12962,Shoqra,1982,0
12963,Shoqra,1983,0
12964,Shoqra,1984,0
12965,Shoqra,1985,0
12966,Shoqra,1986,0
12967,Shoqra,1987,0
12968,Shoqra,1988,0
12969,Shoqra,1989,0
12970,Shoqra,1990,0
12971,Shoqra,1991,0
12972,Shoqra,1992,0
12973,Shoqra,1993,0
12974,Shoqra,1994,0
12975,Shoqra,1995,0
12976,Shoqra,1996,0
12977,Shoqra,1997,0
12978,Shoqra,1998,0
12979,Shoqra,1999,0
12980,Shoqra,2000,0
12981,Shoqra,2001,0
12982,Shoqra,2002,0
12983,Shoqra,2003,0
12984,Shoqra,2004,0
12985,Shoqra,2005,0
12986,Shoqra,2006,0
12987,Shoqra,2007,0
12988,Shoqra,2008,0
12989,Shoqra,2009,0
12990,Shoqra,2010,0
12991,Shoqra,2011,0
12992,Shoqra,2012,0
12993,Shoqra,2013,0
12994,Shoqra,2014,0
12995,Shoqra,2015,0
12996,Shoqra,2016,0
12997,Shoqra,2017,0
12998,Shoqra,2018,0
12999,Shoqra,2019,0
13000,Guraru,1970,0
13001,Guraru,1971,0
13002,Guraru,1972,0
13003,Guraru,1973,0
13004,Guraru,1974,0
13005,Guraru,1975,0
13006,Guraru,1976,0
13007,Guraru,1977,0
13008,Guraru,1978,0
13009,Guraru,1979,0
13010,Guraru,1980,0
13011,Guraru,1981,0
13012,Guraru,1982,0
13013,Guraru,1983,0
13014,Guraru,1984,0
13015,Guraru,1985,0
13016,Guraru,1986,0
13017,Guraru,1987,0
13018,Guraru,1988,0
13019,Guraru,1989,0
13020,Guraru,1990,0
13021,Guraru,1991,0
13022,Guraru,1992,0
13023,Guraru,1993,0
13024,Guraru,1994,0
13025,Guraru,1995,0
13026,Guraru,1996,0
13027,Guraru,1997,0
13028,Guraru,1998,0
13029,Guraru,1999,0
13030,Guraru,2000,0
13031,Guraru,2001,0
13032,Guraru,2002,0
13033,Guraru,2003,0
13034,Guraru,2004,0
13035,Guraru,2005,0
13036,Guraru,2006,0
13037,Guraru,2007,0
13038,Guraru,2008,0
13039,Guraru,2009,0
13040,Guraru,2010,0
13041,Guraru,2011,0
13042,Guraru,2012,0
13043,Guraru,2013,0
13044,Guraru,2014,0
13045,Guraru,2015,0
13046,Guraru,2016,0
13047,Guraru,2017,0
13048,Guraru,2018,0
13049,Guraru,2019,0
13050,Neseici,1970,0
13051,Neseici,1971,0
13052,Neseici,1972,0
13053,Neseici,1973,0
13054,Neseici,1974,0
13055,Neseici,1975,0
13056,Neseici,1976,0
13057,Neseici,1977,0
13058,Neseici,1978,0
13059,Neseici,1979,0
13060,Neseici,1980,0
13061,Neseici,1981,0
13062,Neseici,1982,0
13063,Neseici,1983,0
13064,Neseici,1984,0
13065,Neseici,1985,0
13066,Neseici,1986,0
